Name of Student,No. of DSA questions,CGPA,Knows ML,Knows DSA,Knows Python,Knows JavaScript,Knows CSS,Was in Coding Club,Age of Candidate,Branch of Engineering,Placement Package
Ronald Brown,180,4.32,No,Yes,No,No,No,No,18,Civil Engineering,5.41
Natasha Weaver,436,6.95,Yes,Yes,Yes,No,No,Yes,21,Civil Engineering,47.24
Anthony Campos,37,9.09,Yes,Yes,Yes,Yes,Yes,Yes,23,Civil Engineering,52.4
William Lynch,143,3.98,No,No,Yes,Yes,No,No,23,Mechanical Engineering,4.01
Charles White,129,3.4,Yes,No,Yes,Yes,Yes,Yes,24,Civil Engineering,10.63
Michael Wallace,21,9.28,No,No,No,Yes,No,Yes,25,Computer Science,47.01
Shelly Jackson,433,5.93,No,No,Yes,No,Yes,No,23,Computer Science,27.88
Bruce Bowers,199,7.15,Yes,No,Yes,Yes,Yes,No,23,Mechanical Engineering,25.03
Marcus Lloyd,444,9.33,No,Yes,Yes,No,No,No,25,Electrical Engineering,18.35
Diana Smith,17,7.11,Yes,No,Yes,Yes,No,No,19,Electrical Engineering,33.97
Heidi Sweeney,15,8.68,No,Yes,No,Yes,No,Yes,21,Civil Engineering,48.44
Ms. Lisa Nelson,373,8.8,Yes,No,No,Yes,No,Yes,22,Computer Science,23.96
Kathy Brown,100,3.67,Yes,No,Yes,No,No,Yes,25,Computer Science,9.74
Christopher Peterson,186,8.07,No,Yes,Yes,Yes,Yes,No,18,Computer Science,13.81
Logan Barron,199,7.38,No,Yes,No,No,Yes,Yes,25,Civil Engineering,24.78
Jessica Lynch,211,3.76,Yes,No,No,Yes,No,Yes,20,Mechanical Engineering,9.61
James West,52,0.27,Yes,Yes,No,No,No,Yes,20,Electrical Engineering,11.56
Ryan Hansen,64,5.91,No,Yes,Yes,No,Yes,No,21,Electrical Engineering,49.1
Kent Weaver,24,3.5,No,Yes,No,No,Yes,No,18,Electrical Engineering,4.52
Miss Kelly Anthony,327,9.62,No,No,No,No,Yes,Yes,18,Electrical Engineering,35.11
Joseph Griffin,220,9.82,Yes,Yes,No,No,No,Yes,18,Electrical Engineering,13.35
Julie Black,39,0.61,Yes,No,No,Yes,No,No,18,Computer Science,10.84
Megan Jensen,286,7.58,Yes,Yes,No,No,Yes,Yes,22,Electrical Engineering,46.56
Cassandra Johnson,306,3.91,No,No,Yes,No,Yes,No,24,Civil Engineering,4
David Thomas,93,3.64,No,Yes,Yes,Yes,No,No,19,Computer Science,6.95
Kimberly Webb,53,2.85,No,Yes,Yes,No,No,No,18,Computer Science,6.11
James Johnson DDS,334,5.93,No,Yes,Yes,Yes,Yes,Yes,22,Mechanical Engineering,35.16
Joyce Morrow,404,1.26,Yes,No,Yes,No,Yes,Yes,23,Civil Engineering,9.61
Brandon Schaefer,16,5.79,Yes,No,No,No,Yes,Yes,24,Computer Science,16.5
Ms. Brianna Collins,99,5.19,Yes,Yes,Yes,No,No,No,22,Civil Engineering,44.95
John White,134,4.39,No,Yes,No,Yes,Yes,No,19,Civil Engineering,5.42
Adam Smith,51,9.22,No,Yes,Yes,No,No,No,22,Mechanical Engineering,17.69
Kristen Barnett,448,6.43,Yes,Yes,No,Yes,No,No,25,Computer Science,51
Sharon Jones,249,6.92,Yes,Yes,No,Yes,Yes,Yes,20,Electrical Engineering,41.38
Scott Cantu,485,4.93,Yes,No,No,Yes,Yes,Yes,25,Mechanical Engineering,9.87
Richard Perez,437,8.99,No,Yes,Yes,Yes,Yes,Yes,25,Electrical Engineering,32.57
Dale Cole,16,8.46,Yes,Yes,Yes,Yes,Yes,No,19,Mechanical Engineering,37.11
James Hahn,319,8.29,Yes,Yes,Yes,Yes,No,Yes,19,Computer Science,39.58
Lauren Mann,324,7.65,No,Yes,Yes,Yes,Yes,Yes,22,Electrical Engineering,18.91
Joseph Clark,364,1.16,No,No,No,No,No,Yes,18,Electrical Engineering,2.69
Sean Webb,22,7.51,No,No,Yes,Yes,Yes,No,25,Mechanical Engineering,27.03
Dennis Moore,303,5.6,No,No,Yes,No,No,Yes,21,Mechanical Engineering,20.81
Larry Benitez,254,9.57,No,No,Yes,,No,No,22,Civil Engineering,15.73
Erin Reid,485,7.09,No,Yes,Yes,No,Yes,Yes,23,Civil Engineering,42.37
Ronnie Perez,18,2.84,No,Yes,Yes,No,Yes,Yes,25,Civil Engineering,6.91
Brenda Hale,474,7.68,Yes,No,Yes,Yes,Yes,No,21,Computer Science,51.01
Mikayla Hill,477,0.4,No,No,No,Yes,No,No,21,Computer Science,3.66
Mark Anderson,150,9.46,Yes,No,Yes,Yes,No,Yes,18,Mechanical Engineering,35.13
Nancy Miller,9,0.82,No,No,Yes,No,Yes,No,20,Civil Engineering,3.18
Robert Hicks,490,9.3,Yes,Yes,No,No,Yes,No,19,Civil Engineering,22.41
Julie Robertson,190,6.46,No,Yes,No,Yes,Yes,Yes,18,Electrical Engineering,17.38
Keith Kelly,44,1.21,,No,No,No,Yes,No,18,Electrical Engineering,9.58
Anthony Price,138,2.69,Yes,Yes,No,No,No,No,20,Electrical Engineering,10.57
Amanda Williams,415,7.58,Yes,Yes,No,Yes,,No,24,Mechanical Engineering,36.91
Ruben Williams,46,6,Yes,No,Yes,No,,Yes,23,Civil Engineering,40.75
Jason Morris,341,8.12,Yes,No,Yes,Yes,No,Yes,20,Civil Engineering,45.97
Kathy Bell,289,2.17,No,No,No,No,Yes,Yes,23,Computer Science,3.43
Daniel Mendez,457,0.28,Yes,Yes,Yes,No,No,No,22,Electrical Engineering,10.65
Peter Williams,492,5.64,Yes,Yes,No,Yes,Yes,Yes,21,Computer Science,55.48
Mark Haynes,414,8.48,Yes,No,No,No,Yes,No,23,Mechanical Engineering,25.24
Joshua Chan,279,0.65,Yes,No,Yes,Yes,Yes,No,21,Mechanical Engineering,9.24
Alexa Little,449,6.65,Yes,No,Yes,Yes,No,Yes,25,Mechanical Engineering,21.44
Amanda Green,216,7.89,No,No,No,Yes,Yes,Yes,20,Mechanical Engineering,18.87
Ryan Wilson,202,2.27,Yes,Yes,Yes,Yes,No,No,19,Mechanical Engineering,12.7
Patricia Cummings,84,7.54,No,No,No,No,No,No,21,Computer Science,7.93
Brandon Davenport MD,87,8.72,No,Yes,No,Yes,No,No,23,Electrical Engineering,25.59
Rodney Martinez,488,3.28,Yes,Yes,No,No,Yes,No,20,Electrical Engineering,12.06
Chad Barnes,437,9.23,Yes,No,Yes,No,Yes,Yes,22,Computer Science,23.23
Debra Henderson,113,8.41,No,Yes,Yes,Yes,Yes,Yes,19,Electrical Engineering,18.13
Ronald Davis,382,5.64,Yes,No,No,No,Yes,No,24,Mechanical Engineering,24.88
Wendy Rodriguez,197,3.02,Yes,Yes,Yes,No,No,Yes,18,Computer Science,11.36
Erika Arnold,181,2.37,Yes,No,No,Yes,Yes,No,25,Electrical Engineering,10.47
Edward Nelson,326,8.8,No,Yes,No,Yes,No,Yes,22,Computer Science,13.79
William Hopkins II,407,7.58,Yes,Yes,No,No,No,Yes,20,Computer Science,47.4
Danielle Romero,141,0.86,No,Yes,No,No,Yes,Yes,25,Civil Engineering,5.36
Lisa Perry,5,3.96,No,Yes,Yes,No,Yes,Yes,18,Civil Engineering,4.5
John Rice,480,2.25,No,No,Yes,No,No,No,21,Civil Engineering,3.37
Ronald Taylor,377,7.82,No,No,Yes,No,Yes,No,25,Computer Science,12.27
Julie Lee,116,8.07,Yes,Yes,Yes,Yes,Yes,Yes,25,Mechanical Engineering,27.86
Pam Booker,190,6.93,No,Yes,Yes,Yes,No,Yes,18,Mechanical Engineering,16.8
Michael Reid,490,9.82,Yes,No,Yes,Yes,No,Yes,22,Electrical Engineering,42.79
Preston Taylor,478,0.41,No,No,Yes,No,No,No,21,Computer Science,4.68
John Gross,185,9.58,Yes,Yes,Yes,No,Yes,No,25,Electrical Engineering,26.52
Thomas Hunt,164,4.33,Yes,Yes,No,No,No,No,22,Computer Science,11.08
Dennis Williams,41,8.91,No,No,Yes,No,Yes,No,20,Civil Engineering,22.95
Charles Gonzalez,325,7.1,No,No,No,No,Yes,Yes,24,Mechanical Engineering,10.25
Stephen Jackson,311,4.78,No,Yes,No,No,No,No,22,Computer Science,5.28
Theresa Cochran,395,4.93,Yes,No,Yes,Yes,No,No,23,Electrical Engineering,8.78
Fernando Cannon,263,2.96,Yes,Yes,No,Yes,Yes,No,25,Computer Science,11.35
Ronnie Cooper,140,8.03,Yes,No,No,No,Yes,Yes,25,Mechanical Engineering,25.88
Michele Monroe,255,2.3,Yes,No,No,Yes,Yes,Yes,24,Computer Science,8.63
Harold Goodman,333,5.56,No,No,No,Yes,No,No,21,Civil Engineering,35.42
Elizabeth Soto,433,2.73,Yes,Yes,Yes,Yes,No,Yes,22,Civil Engineering,10.77
Jeffrey Smith,175,5.55,No,Yes,Yes,No,Yes,No,23,Civil Engineering,30.71
John Palmer,49,1.82,Yes,Yes,Yes,No,No,Yes,21,Computer Science,12.18
Hannah Williams,227,7.99,No,No,No,No,No,Yes,25,Civil Engineering,8.93
Joshua Gomez,217,9.43,Yes,Yes,No,Yes,No,No,24,Civil Engineering,55.87
Dr. Tiffany Wheeler,77,4.84,No,Yes,No,Yes,No,No,21,Mechanical Engineering,4.56
Michael Farmer,63,3.88,No,No,Yes,No,Yes,No,21,Computer Science,2.78
Jeffrey Vincent,398,5.82,No,Yes,Yes,No,No,Yes,23,Civil Engineering,42.2
Sarah Washington,451,3.9,No,No,Yes,No,Yes,Yes,22,Civil Engineering,3.56
Alex Harris,313,3.22,No,No,No,No,No,Yes,24,Civil Engineering,4.29
Jeffrey Butler,163,0.83,No,Yes,No,No,Yes,Yes,22,Mechanical Engineering,4.7
Gregory Reilly,221,9.47,No,No,No,Yes,Yes,No,22,Civil Engineering,33.59
Kristin Alvarez,165,9.64,Yes,No,Yes,Yes,Yes,Yes,22,Electrical Engineering,20.74
Charles Smith,267,3.92,No,Yes,No,Yes,Yes,Yes,19,Computer Science,6.97
James Mcmillan,44,4.56,No,Yes,Yes,No,No,No,24,Mechanical Engineering,4.93
Karen Bush,59,7.38,No,Yes,No,Yes,Yes,Yes,21,Computer Science,26.05
Julia Petersen,192,0.06,Yes,Yes,Yes,No,Yes,No,23,Mechanical Engineering,12.66
Leon Rice,254,9.46,No,No,Yes,Yes,No,Yes,23,Civil Engineering,47.77
Bianca Lawson,153,6.17,Yes,No,Yes,No,No,No,19,Civil Engineering,45.09
Samuel Travis,494,7.49,No,No,No,Yes,Yes,No,22,Mechanical Engineering,19.33
Bryan Vargas,56,0.59,Yes,No,Yes,No,No,No,23,Mechanical Engineering,10.71
Tanya Camacho,413,0.25,No,Yes,No,Yes,Yes,No,22,Electrical Engineering,5.56
Nancy Mason DDS,302,0,No,No,Yes,Yes,No,No,21,Civil Engineering,2.88
Brian Holt,65,5.92,Yes,No,No,No,Yes,No,19,Mechanical Engineering,29.74
Kathryn Jordan,354,6.97,No,No,Yes,Yes,No,No,25,Computer Science,39.47
Patrick Perry MD,190,0.28,Yes,No,Yes,Yes,No,Yes,23,Electrical Engineering,8.96
Brian Stewart,197,2.51,No,Yes,Yes,Yes,No,No,20,Civil Engineering,6.69
Savannah Hawkins,469,8.87,Yes,No,No,Yes,Yes,Yes,22,Computer Science,17.98
Kevin Moss,479,8.57,No,No,Yes,No,No,No,25,Civil Engineering,43.13
Heidi Brown,315,1.55,No,No,No,Yes,No,No,24,Computer Science,4.65
Barbara May,308,4.42,No,No,No,No,No,Yes,20,Electrical Engineering,2.72
Scott Garcia,485,0.2,Yes,Yes,No,No,No,Yes,20,Computer Science,12.42
Juan Mason,433,6.1,Yes,No,Yes,No,Yes,Yes,22,Computer Science,33.97
Donna Gates,312,7.38,Yes,Yes,No,No,Yes,No,22,Electrical Engineering,51.48
Robyn Mclaughlin,247,6.46,No,Yes,,Yes,Yes,Yes,20,Civil Engineering,20.8
Andrew Barnett,14,8.31,No,Yes,Yes,Yes,Yes,Yes,21,Civil Engineering,47.73
Marissa Hahn,338,9.22,,Yes,No,Yes,No,Yes,22,Civil Engineering,42.13
Philip Love,381,5.65,Yes,No,Yes,Yes,No,Yes,23,Computer Science,30.55
Linda Boone,252,4.25,No,No,Yes,Yes,No,Yes,25,Civil Engineering,3.24
Alfred Duran,449,9.35,Yes,No,No,Yes,No,No,25,Computer Science,31.24
Jimmy Maddox,19,2.59,Yes,No,Yes,Yes,No,No,20,Electrical Engineering,9.11
Carlos Garcia,483,7.36,No,No,No,No,No,Yes,21,Computer Science,47.21
Briana Weiss,22,7.87,Yes,No,Yes,Yes,Yes,No,21,Computer Science,37.86
Timothy Williams,441,0.47,Yes,Yes,Yes,Yes,No,Yes,25,Computer Science,10.84
Todd Smith,305,4.35,No,No,No,Yes,Yes,Yes,24,Mechanical Engineering,2.88
Laura Rogers,276,7.6,No,No,No,Yes,Yes,Yes,24,Civil Engineering,46.74
David Barker,437,2.37,No,No,No,Yes,No,No,19,Computer Science,2.87
Lori Rush,251,7.43,Yes,No,No,Yes,No,No,25,Civil Engineering,19.55
Morgan Lopez,451,6.83,Yes,Yes,No,Yes,Yes,Yes,22,Civil Engineering,51.95
Nichole White,280,3.23,Yes,Yes,Yes,,Yes,Yes,24,Electrical Engineering,10.81
Steven Young,162,7.45,No,Yes,Yes,No,Yes,No,21,Electrical Engineering,24.24
Rebecca Wall,437,6.11,No,No,No,No,Yes,No,22,Electrical Engineering,22.17
Michelle Stevenson,166,5,No,Yes,Yes,Yes,No,No,25,Civil Engineering,25.08
Peter Daniel,421,7.13,Yes,Yes,No,No,Yes,No,23,Civil Engineering,31.99
Hayden Gonzalez,369,0.6,Yes,No,No,No,Yes,Yes,19,Computer Science,9.78
Matthew Norris,415,6.66,Yes,Yes,Yes,Yes,No,No,22,Computer Science,44.35
David Brown,127,2.58,No,No,No,No,Yes,No,19,Civil Engineering,4.27
Timothy Nash,227,4.23,Yes,Yes,Yes,Yes,No,No,23,Mechanical Engineering,10.81
Matthew Wright,471,8.25,Yes,No,Yes,Yes,No,Yes,22,Mechanical Engineering,29.49
Roger Rich,8,0.97,Yes,No,Yes,No,Yes,No,18,Mechanical Engineering,9.5
Kimberly Frye,497,0.97,No,Yes,No,Yes,No,No,22,Mechanical Engineering,4.79
Regina Pace,249,9.47,Yes,Yes,Yes,Yes,Yes,Yes,19,Civil Engineering,46.54
Elizabeth Francis DVM,308,4.37,No,Yes,Yes,Yes,Yes,No,21,Mechanical Engineering,5.04
Ebony Navarro,429,0.51,No,No,No,,Yes,Yes,19,Computer Science,3.41
Christina Brooks,431,4.84,Yes,No,Yes,Yes,Yes,No,24,Mechanical Engineering,10.15
Breanna Alvarez,20,0.94,Yes,Yes,No,No,No,No,21,Civil Engineering,11.29
Matthew Jackson,261,9.18,Yes,No,Yes,Yes,No,No,21,Civil Engineering,19.07
Lisa Murphy,167,7.44,No,Yes,No,No,Yes,No,20,Mechanical Engineering,22.19
Jorge Bridges,181,6.04,Yes,No,Yes,Yes,No,No,22,Electrical Engineering,19.74
Tammy Reyes,263,4.16,No,Yes,No,Yes,Yes,Yes,21,Computer Science,5.47
Nathan Wagner,1,5.43,No,No,No,Yes,No,Yes,22,Mechanical Engineering,37.38
Diana Hanson,220,2.6,No,No,Yes,Yes,No,No,19,Mechanical Engineering,4.54
Jimmy Moreno,393,7.23,No,Yes,Yes,Yes,No,Yes,24,Electrical Engineering,38.16
Kenneth Brown,210,1.35,No,Yes,No,No,Yes,Yes,25,Mechanical Engineering,5.85
Thomas Montgomery,204,9.44,Yes,No,No,No,No,Yes,22,Civil Engineering,38.1
James Dixon,440,0.75,Yes,Yes,No,Yes,No,No,23,Civil Engineering,10.66
Amy Carlson,282,6.21,Yes,Yes,Yes,No,Yes,No,23,Civil Engineering,38.41
Jeremy Freeman,172,0.13,Yes,No,Yes,Yes,No,No,23,Mechanical Engineering,9.97
Allison Davenport,276,0.92,Yes,No,No,Yes,Yes,No,21,Electrical Engineering,9.77
Jeremy Jackson,291,7.61,Yes,Yes,Yes,Yes,No,No,21,Electrical Engineering,22.16
Virginia Swanson,458,6.66,No,No,No,Yes,No,No,24,Computer Science,42.19
William Whitehead,471,6.11,Yes,No,Yes,Yes,Yes,No,19,Computer Science,17.9
Tammy Stein,58,3.69,Yes,No,No,No,Yes,No,18,Electrical Engineering,8.68
Sharon Castillo,495,4.44,Yes,Yes,Yes,No,No,Yes,19,Mechanical Engineering,12.47
Ashley Barrett,417,2.92,No,Yes,No,No,Yes,Yes,22,Computer Science,4.92
Kyle Green,418,6.58,No,No,Yes,No,No,Yes,18,Computer Science,31.28
Allison Kelly,485,8.82,Yes,No,No,No,No,Yes,21,Computer Science,33.09
Jason Joseph,453,7.64,No,Yes,Yes,Yes,No,No,25,Civil Engineering,21.81
Beth Flynn,428,4.68,Yes,No,No,No,No,No,21,Computer Science,9.68
Jamie Cabrera,168,4.33,No,Yes,Yes,No,No,Yes,22,Computer Science,4.73
Timothy White,62,9.49,Yes,Yes,Yes,Yes,Yes,Yes,23,Electrical Engineering,51.7
Daniel Horton,407,7.12,Yes,No,Yes,No,Yes,Yes,18,Computer Science,35.62
Shannon Hernandez,336,0.71,No,No,Yes,Yes,No,Yes,19,Civil Engineering,3.3
William Dunn,444,7.42,No,No,No,No,Yes,Yes,24,Civil Engineering,43.91
Lindsey Norris,180,7.38,Yes,Yes,No,Yes,No,Yes,20,Civil Engineering,57.57
Christopher Garcia,320,5.04,No,Yes,Yes,Yes,Yes,No,23,Electrical Engineering,42.75
Mckenzie Ramirez,320,7.29,Yes,Yes,No,Yes,Yes,No,19,Computer Science,57.67
Andrew Morris MD,441,9.21,No,No,Yes,No,No,Yes,22,Electrical Engineering,48.26
Nicole Lopez,101,0.21,Yes,Yes,Yes,No,Yes,Yes,18,Computer Science,12.98
Julie Rodriguez,484,7.91,No,Yes,No,No,Yes,Yes,19,Civil Engineering,20.72
Amanda Gray,300,3.57,No,Yes,Yes,Yes,Yes,Yes,23,Computer Science,5.7
Emily Ray,104,2.81,Yes,No,Yes,Yes,Yes,No,19,Mechanical Engineering,9.94
Kayla Ramirez,224,4.18,Yes,No,No,No,Yes,No,21,Electrical Engineering,9.47
Ebony Campos,430,8.36,Yes,Yes,No,No,Yes,Yes,18,Civil Engineering,32.39
Carrie Singh,374,9.06,No,No,No,No,No,No,20,Civil Engineering,47
Mark Wood,242,2.3,Yes,No,No,Yes,Yes,Yes,20,Electrical Engineering,10.67
Jake Daniels,21,7.16,Yes,No,No,Yes,No,Yes,21,Electrical Engineering,27.44
Ronald Richardson,197,4.5,Yes,No,Yes,Yes,Yes,No,18,Computer Science,10.92
Alexandria Lane,220,4.6,No,No,Yes,Yes,Yes,Yes,20,Electrical Engineering,3.03
Dale Thompson,291,8.6,No,Yes,No,Yes,No,No,20,Mechanical Engineering,21.79
Jack Howard,134,4.06,Yes,Yes,Yes,Yes,Yes,Yes,20,Computer Science,10.74
Julia Rice,498,2.43,Yes,Yes,Yes,Yes,No,Yes,18,Civil Engineering,12.99
Kyle Young,340,4.98,No,No,Yes,No,No,No,19,Electrical Engineering,3.06
Kimberly Sexton,46,8.54,Yes,Yes,Yes,No,No,No,19,Civil Engineering,21.64
Anna Roy,196,9.85,Yes,No,Yes,No,No,No,25,Mechanical Engineering,30.51
Steven Jones,350,1.79,No,No,Yes,No,Yes,No,25,Mechanical Engineering,3.11
Mr. Allen Garrett,278,4.85,Yes,Yes,Yes,No,Yes,Yes,23,Computer Science,11.64
Erin Lynch,40,6.55,No,Yes,No,Yes,Yes,No,22,Civil Engineering,15.58
Stephen Grimes,77,6.07,No,Yes,Yes,Yes,No,No,24,Civil Engineering,41.91
Clinton Hicks,98,9.16,No,Yes,Yes,Yes,Yes,Yes,20,Computer Science,13
Michele Hudson,464,6.84,Yes,Yes,Yes,No,No,No,19,Computer Science,20.46
Breanna Clark,361,2.2,Yes,Yes,Yes,No,Yes,Yes,20,Electrical Engineering,11.85
Stephanie Malone,7,5.16,Yes,Yes,No,No,Yes,No,19,Mechanical Engineering,22.53
Gregory Mitchell,62,0.86,Yes,Yes,Yes,No,Yes,No,24,Civil Engineering,12.79
Robert Reed,457,6.18,No,Yes,Yes,Yes,No,No,23,Computer Science,15.75
Richard Williams,343,5.71,No,No,Yes,No,No,No,19,Mechanical Engineering,9.06
Amanda Nolan,452,0.34,No,Yes,Yes,No,Yes,No,22,Electrical Engineering,5.17
Kelly Curry,239,3.65,No,Yes,No,No,Yes,Yes,21,Electrical Engineering,5.65
Jesse Leonard,414,5.06,Yes,Yes,Yes,No,Yes,No,21,Civil Engineering,32.42
Matthew Woods,19,7.35,Yes,No,Yes,Yes,No,No,25,Computer Science,50.04
Catherine Reyes,83,3.95,Yes,Yes,Yes,Yes,Yes,Yes,18,Computer Science,10.58
Beth Oconnell,73,6.03,No,No,No,No,No,Yes,24,Mechanical Engineering,12.67
Lee Castillo,220,1.19,Yes,Yes,Yes,No,No,No,25,Mechanical Engineering,11.72
Jennifer Wise,91,9.31,Yes,No,No,No,Yes,No,18,Electrical Engineering,28.53
Benjamin Boyer,88,3,Yes,No,No,No,No,Yes,19,Electrical Engineering,8.97
Kenneth Rubio,278,5,No,No,Yes,Yes,No,No,25,Electrical Engineering,23.94
Anthony Watts,498,6.27,No,Yes,No,Yes,Yes,Yes,23,Mechanical Engineering,26.53
Shirley Estrada,424,3.88,Yes,No,Yes,Yes,No,Yes,18,Electrical Engineering,9.17
Jacob Smith,151,5.84,Yes,No,No,Yes,No,Yes,21,Electrical Engineering,42.56
Alexander Harper,456,0.53,No,Yes,No,Yes,No,No,18,Civil Engineering,6.51
Vanessa Hays,475,3.68,No,No,No,No,No,Yes,20,Mechanical Engineering,4.52
Angela Martinez,478,0.35,Yes,No,Yes,No,No,No,19,Electrical Engineering,8.74
Morgan Thompson,193,3.35,No,Yes,No,No,Yes,Yes,25,Computer Science,6.52
Brian Hansen,328,2.53,No,Yes,Yes,Yes,Yes,No,24,Civil Engineering,6.55
Cody Murphy,240,1.47,Yes,No,No,No,No,No,25,Electrical Engineering,10.33
Tricia Brown,60,1.76,Yes,Yes,No,No,No,No,22,Civil Engineering,12.51
John Rogers,358,4.55,No,Yes,No,Yes,Yes,No,24,Computer Science,6.36
Alexandra Yang,1,1.16,No,Yes,Yes,Yes,No,Yes,25,Electrical Engineering,5.81
Thomas Lee,18,1.07,Yes,No,Yes,No,Yes,No,23,Electrical Engineering,8.88
Seth Booth,137,8.18,Yes,No,No,No,No,Yes,25,Civil Engineering,23.62
Paul Irwin,197,2.34,Yes,No,No,No,Yes,No,18,Civil Engineering,10.94
Amy Fritz,268,8.32,Yes,No,Yes,Yes,Yes,Yes,24,Electrical Engineering,50.86
Emily Young,119,9,No,No,Yes,No,Yes,No,24,Civil Engineering,47.67
Julie Lopez,64,4.2,No,Yes,Yes,No,Yes,Yes,24,Computer Science,4.96
Jacob Thomas,489,3.02,No,Yes,Yes,No,Yes,No,18,Civil Engineering,5.41
Kenneth Martin,485,3.17,Yes,No,Yes,Yes,Yes,Yes,25,Computer Science,8.53
David Baker,450,7.37,No,Yes,No,No,No,Yes,19,Computer Science,11.09
Crystal Kelly,92,4.2,Yes,No,Yes,Yes,No,No,24,Computer Science,10.99
Christopher Wilkins,478,0.56,No,No,No,Yes,Yes,Yes,25,Civil Engineering,4.13
Sara Nelson,473,0.96,No,No,Yes,Yes,Yes,No,18,Mechanical Engineering,3.26
Marcus Taylor,30,4.12,Yes,No,No,No,No,No,20,Mechanical Engineering,10.73
Jonathan Singh,404,4.21,No,Yes,Yes,No,Yes,Yes,24,Mechanical Engineering,4.86
Monique Day,330,3.33,No,No,No,Yes,No,No,23,Electrical Engineering,2.96
Alexander Payne,52,2.05,No,No,No,No,No,Yes,25,Computer Science,3.82
Barbara Clay,92,8.57,No,Yes,No,No,Yes,Yes,21,Electrical Engineering,18.49
Mckenzie Green,17,6.86,Yes,No,No,Yes,No,Yes,19,Mechanical Engineering,24.59
Kathleen Moses,126,0.72,Yes,Yes,Yes,Yes,Yes,No,24,Computer Science,12.08
Shannon Norman,32,5.07,No,Yes,,No,No,Yes,25,Electrical Engineering,14.68
Joshua Moreno,170,5.89,Yes,No,No,Yes,No,No,22,Electrical Engineering,48.27
William Moore,351,8.69,No,Yes,No,Yes,Yes,Yes,20,Electrical Engineering,34.51
Carol Greer,437,6.16,Yes,No,No,Yes,No,No,19,Civil Engineering,41.16
Penny Ingram,263,7.07,Yes,No,No,Yes,No,No,20,Civil Engineering,41.12
Dorothy Gaines,325,8.34,No,Yes,No,Yes,No,No,24,Civil Engineering,27.56
David Howe,451,1.12,No,Yes,Yes,Yes,No,Yes,20,Civil Engineering,6.76
Anna Brady,74,1.54,No,Yes,Yes,Yes,Yes,Yes,19,Electrical Engineering,6.57
Jeremy Gomez,231,2.14,No,No,No,No,Yes,Yes,23,Civil Engineering,3.75
Jessica Le PhD,408,7.11,Yes,No,Yes,Yes,Yes,Yes,21,Mechanical Engineering,33.47
Patrick Taylor,112,6.45,Yes,No,Yes,No,No,Yes,22,Civil Engineering,39.75
Christopher Sutton,463,5.37,Yes,No,No,Yes,Yes,Yes,22,Electrical Engineering,23.58
Jennifer Wells,136,5.99,No,No,No,No,Yes,Yes,19,Electrical Engineering,9.16
Daniel Clarke,386,8.64,Yes,Yes,No,Yes,Yes,Yes,25,Electrical Engineering,55.89
James Moore,138,1.76,No,No,No,No,Yes,Yes,25,Civil Engineering,4.25
Olivia Swanson,118,2.32,No,Yes,Yes,Yes,Yes,Yes,18,Mechanical Engineering,5.41
Samantha Choi,317,9.22,No,No,No,No,No,Yes,24,Mechanical Engineering,15.67
Troy Johnson,2,0.28,No,No,No,No,No,No,25,Computer Science,4.4
Christina Maldonado,439,4.53,No,Yes,Yes,No,Yes,Yes,18,Mechanical Engineering,4.82
Patrick Williams,129,9.86,Yes,Yes,Yes,Yes,Yes,No,22,Mechanical Engineering,55.93
Jennifer Barber,165,2.66,No,No,No,Yes,No,No,18,Computer Science,2.81
Janice Greer,268,0.29,Yes,No,Yes,Yes,No,No,19,Electrical Engineering,10.94
Kevin Johnson,3,8.14,Yes,No,Yes,Yes,Yes,No,20,Civil Engineering,55.28
Debra Nichols,85,0.49,No,No,Yes,Yes,Yes,Yes,22,Civil Engineering,4.35
Alan Foley,16,8.91,No,Yes,Yes,Yes,No,Yes,25,Mechanical Engineering,25.75
Michael Miles,177,2.41,No,Yes,No,Yes,No,Yes,23,Electrical Engineering,6.97
Mary Gutierrez,187,5.65,No,No,No,Yes,Yes,Yes,25,Mechanical Engineering,36.97
Rebecca Rice,55,4.02,No,Yes,Yes,Yes,Yes,No,22,Electrical Engineering,6.2
Brooke Wilson,43,4.59,Yes,No,Yes,No,Yes,Yes,19,Electrical Engineering,10.44
Mitchell Jones,307,4.47,Yes,Yes,No,No,No,No,25,Computer Science,12.98
Christopher Mcbride,56,8.9,No,No,No,Yes,Yes,No,25,Mechanical Engineering,36.17
Paula Johnston,267,1.57,No,Yes,No,Yes,No,No,19,Mechanical Engineering,4.67
Bryan Sharp,228,2.7,Yes,No,Yes,Yes,No,Yes,25,Mechanical Engineering,9.85
Edward Henderson,401,5.81,No,No,No,No,No,Yes,21,Mechanical Engineering,30.08
Christopher Lewis,140,8.35,Yes,No,Yes,No,Yes,Yes,23,Mechanical Engineering,50.73
Jay Singh,152,7.75,No,No,Yes,No,Yes,No,23,Computer Science,34.15
Tracy Chapman,10,8.31,Yes,Yes,No,No,Yes,No,21,Civil Engineering,49.91
Elizabeth Davis,82,1.37,Yes,Yes,No,Yes,Yes,No,25,Civil Engineering,11.05
Tasha Nelson,205,5.19,No,No,Yes,Yes,Yes,No,23,Electrical Engineering,13.49
Kayla Thompson,309,2.24,No,Yes,Yes,No,Yes,No,19,Electrical Engineering,5.78
